0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
0.160784313725,0.192156862745,0.235294117647,0.235294117647,0.317647058824,0.352941176471,0.376470588235,0.411764705882,0.462745098039,0.470588235294,0.458823529412,0.470588235294,0.470588235294,0.470588235294,0.447058823529,0.356862745098,0.337254901961,0.352941176471,0.403921568627,0.411764705882,0.329411764706,0.294117647059,0.270588235294,0.274509803922,0.243137254902,0.235294117647,0.196078431372,0.247058823529,0.294117647059,0.294117647059,0.294117647059,0.313725490196,0.266666666667,0.239215686274,0.243137254902,0.247058823529,0.294117647059,0.250980392157,0.278431372549,0.313725490196,0.352941176471,0.313725490196,0.294117647059,0.243137254902,0.235294117647,0.235294117647,0.349019607844,0.286274509804
0.317647058824,0.352941176471,0.321568627451,0.345098039216,0.470588235294,0.470588235294,0.470588235294,0.525490196079,0.509803921569,0.450980392157,0.423529411764,0.517647058824,0.529411764706,0.521568627451,0.435294117647,0.356862745098,0.435294117647,0.419607843137,0.513725490196,0.521568627451,0.411764705882,0.372549019608,0.411764705882,0.411764705882,0.411764705882,0.392156862745,0.352941176471,0.352941176471,0.372549019608,0.454901960784,0.470588235294,0.470588235294,0.352941176471,0.321568627451,0.219607843137,0.2,0.274509803922,0.333333333334,0.411764705882,0.450980392157,0.470588235294,0.486274509804,0.494117647059,0.639215686274,0.627450980392,0.588235294118,0.588235294118,0.470588235294
0.294117647059,0.294117647059,0.349019607844,0.352941176471,0.352941176471,0.388235294118,0.411764705882,0.411764705882,0.411764705882,0.372549019608,0.298039215686,0.278431372549,0.286274509804,0.294117647059,0.274509803922,0.227450980392,0.235294117647,0.235294117647,0.235294117647,0.235294117647,0.235294117647,0.21568627451,0.176470588235,0.196078431372,0.243137254902,0.321568627451,0.368627450981,0.447058823529,0.470588235294,0.470588235294,0.470588235294,0.443137254902,0.529411764706,0.58431372549,0.501960784314,0.498039215686,0.423529411764,0.407843137255,0.352941176471,0.376470588235,0.388235294118,0.474509803921,0.470588235294,0.470588235294,0.458823529412,0.482352941176,0.643137254902,0.517647058823
0.0549019607843,0.0588235294118,0.0588235294118,0.0941176470591,0.0627450980393,0.0588235294118,0.0588235294118,0.0588235294118,0.0745098039217,0.117647058824,0.156862745098,0.156862745098,0.176470588235,0.176470588235,0.176470588235,0.176470588235,0.105882352941,0.0980392156864,0.176470588235,0.219607843137,0.349019607844,0.388235294118,0.411764705882,0.443137254902,0.454901960784,0.411764705882,0.411764705882,0.411764705882,0.411764705882,0.411764705882,0.411764705882,0.462745098039,0.498039215686,0.568627450981,0.588235294118,0.545098039216,0.494117647059,0.650980392157,0.78431372549,0.823529411765,0.764705882353,0.8,0.882352941176,0.933333333333,0.866666666667,0.78431372549,0.764705882353,0.490196078431
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.274509803922,0.321568627451,0.352941176471,0.392156862745,0.529411764706,0.474509803921,0.470588235294,0.470588235294,0.450980392157,0.411764705882,0.360784313726,0.341176470589,0.356862745098,0.411764705882,0.466666666667,0.435294117647,0.333333333334,0.345098039216,0.380392156863,0.447058823529,0.470588235294,0.482352941176,0.513725490196,0.552941176471,0.588235294118,0.568627450981,0.525490196079,0.486274509804,0.525490196079,0.470588235294,0.360784313726,0.411764705882,0.447058823529,0.427450980392,0.486274509804,0.419607843137,0.474509803921,0.529411764706,0.490196078431,0.388235294118,0.349019607844,0.321568627451,0.396078431372,0.435294117647,0.458823529412,0.368627450981,0.305882352941,0.192156862745
0.470588235294,0.494117647059,0.478431372549,0.580392156863,0.807843137255,0.823529411765,0.823529411765,0.8,0.705882352941,0.705882352941,0.81568627451,0.823529411765,0.823529411765,0.823529411765,0.713725490196,0.737254901961,0.619607843137,0.737254901961,0.792156862745,0.878431372549,0.721568627451,0.705882352941,0.776470588235,0.721568627451,0.78431372549,0.76862745098,0.666666666667,0.588235294118,0.674509803922,0.588235294118,0.588235294118,0.588235294118,0.823529411765,1.00392156863,0.78431372549,0.611764705883,0.588235294118,0.596078431373,0.776470588235,0.823529411765,0.854901960784,0.823529411765,0.713725490196,0.705882352941,0.650980392157,0.588235294118,0.588235294118,0.407843137255
0.192156862745,0.254901960784,0.298039215686,0.380392156863,0.411764705882,0.411764705882,0.411764705882,0.411764705882,0.411764705882,0.431372549019,0.419607843137,0.38431372549,0.411764705882,0.431372549019,0.470588235294,0.466666666667,0.498039215686,0.509803921569,0.466666666667,0.423529411764,0.470588235294,0.450980392157,0.411764705882,0.411764705882,0.360784313726,0.352941176471,0.376470588235,0.450980392157,0.380392156863,0.368627450981,0.341176470589,0.274509803922,0.23137254902,0.235294117647,0.227450980392,0.250980392157,0.254901960784,0.290196078432,0.2,0.188235294117,0.235294117647,0.211764705882,0.258823529412,0.341176470589,0.317647058824,0.313725490196,0.333333333334,0.235294117647
0.274509803922,0.403921568627,0.411764705882,0.411764705882,0.458823529412,0.529411764706,0.529411764706,0.529411764706,0.529411764706,0.529411764706,0.521568627451,0.470588235294,0.474509803921,0.529411764706,0.478431372549,0.376470588235,0.341176470589,0.301960784314,0.341176470589,0.352941176471,0.305882352941,0.282352941177,0.4,0.411764705882,0.411764705882,0.403921568627,0.411764705882,0.364705882353,0.4,0.352941176471,0.407843137255,0.462745098039,0.501960784314,0.411764705882,0.364705882353,0.352941176471,0.23137254902,0.235294117647,0.235294117647,0.290196078432,0.341176470589,0.333333333334,0.537254901961,0.576470588236,0.627450980392,0.733333333333,0.670588235294,0.505882352941
0.176470588235,0.176470588235,0.207843137255,0.235294117647,0.235294117647,0.313725490196,0.352941176471,0.352941176471,0.345098039216,0.380392156863,0.38431372549,0.403921568627,0.380392156863,0.301960784314,0.321568627451,0.447058823529,0.490196078431,0.505882352941,0.529411764706,0.470588235294,0.450980392157,0.356862745098,0.423529411765,0.470588235294,0.474509803921,0.482352941176,0.470588235294,0.470588235294,0.462745098039,0.411764705882,0.423529411764,0.462745098039,0.419607843137,0.498039215686,0.450980392157,0.470588235294,0.423529411764,0.388235294118,0.537254901961,0.647058823529,0.662745098039,0.635294117647,0.666666666666,0.752941176471,0.823529411765,0.823529411765,0.796078431373,0.564705882353
